"X1","X2"
2.43952435344779,6.37072522047599
2.76982251051672,3.83318804294845
4.55870831414912,4.92696139534871
3.07050839142458,3.43184825224905
3.12928773516095,4.2250900805917
4.71506498688328,5.13198590550899
3.4609162059892,5.38048153537304
1.73493876539347,3.76719658577451
2.31314714810647,2.39935667274487
2.55433802990004,3.70163082293406
4.22408179743946,3.72437591660768
3.35981382705736,3.96967442682872
3.40077145059405,5.08934602068742
3.11068271594512,2.99457823975226
2.44415886524592,2.36746374492138
4.78691313680308,4.77354244519438
3.49785047822924,3.97179167726051
1.03338284337036,4.35626108979229
3.70135590156369,2.67300688327196
2.52720859227207,3.295462504186
1.93217629401315,3.77978147371744
2.7820250853417,6.09328765920526
1.97399555169276,5.7304749495467
2.27110877070886,4.03581354905924
2.37496073215074,5.06492992191758
1.31330668925759,3.43221830200011
3.83778704449452,3.6225587483982
3.15337311783652,3.91080572327541
1.86186306298805,2.58270746785885
4.25381492106993,3.99268325812566
3.42646422147681,4.23289107708826
2.70492851700773,2.88111972339577
3.89512566104502,2.52981989237217
3.87813348753304,7.0351846758287
3.82158108163749,3.52346016719237
3.68864025410009,4.4513130044526
3.55391765353759,3.48259087142787
2.93808828942328,5.54942502255037
2.69403733626008,3.62402603362494
2.61952899898762,4.46441848670492
2.30529302107949,4.74927815261712
2.7920827219804,3.46340166620104
1.73460364843174,3.3661168513816
5.16895596533851,5.06539724788868
4.20796199830499,5.32270844365787
1.87689141679665,4.21830062355316
2.59711516470092,2.74241527654802
2.53334464637678,4.82526471413856
3.77996511833632,3.25281960152242
2.91663093352817,3.83593936445817
3.25331851399475,5.36336539432535
2.9714532446513,2.35613389884543
2.95712954270868,4.74533594370473
4.36860228401446,4.29304476390954
2.77422901434073,4.27018848533304
4.51647060442954,4.26223890274036
1.45124719576978,3.69767062303508
3.58461374963607,4.15247916600039
3.12385424384461,3.66237185117157
3.21594156874397,4.2479550017047
3.37963948275988,3.38293813129753
2.4976765468907,4.31433673016433
2.66679261633058,5.47436414465498
1.98142461689291,3.05696007976716
1.92820877352442,3.52561851329205
3.30352864140426,3.43672162193783
3.44820977862943,5.16893111543718
3.0530042267305,3.66685564519481
3.92226746787974,4.98529697159756
5.05008468562714,3.94520166733701
2.50896883394346,3.35792249400959
0.690831124359188,4.83339037391205
4.00573852446226,3.35389286801985
2.29079923741761,3.52314106088889
2.31199138353264,3.52577816532787
4.0255713696967,4.95597346120422
2.71522699294899,6.1120634155689
1.77928228774546,2.65292312215594
3.18130347974915,3.1370649368563
2.86110863756096,2.9632958316741
3.00576418589989,2.72180443028005
3.38528040112633,4.18331813351646
2.62933996820759,4.14799198278871
3.64437654851883,3.62682476313947
2.77951343818125,3.49230015808648
3.3317819639157,4.62977113772397
4.09683901314935,1.95926656404669
3.4351814908338,5.30794616991915
2.67406841446877,4.10877961112617
4.14880761845109,4.85366218147564
3.99350385596212,3.91923150698774
3.54839695950807,4.02666822714989
3.23873173511144,3.71359303451865
2.37209392396063,3.43981917845157
4.36065244853001,5.00774592006759
2.39974041285287,4.0856700649115
5.18733299301658,2.78179008558878
4.53261062618519,4.41222710853638
2.76429964089952,3.10514664505721
1.97357909969322,1.84064079689766
2.2895934363007,3.88022724835445
3.25688370915653,3.90040956836096
2.75330812153763,4.45541662773263
2.65245740060227,5.36998996885135
2.04838143273498,4.91134789694785
2.95497227519108,3.23237715041546
2.21509553054292,4.56569287319611
1.33205806341186,4.07626361004365
2.61977347971224,4.49980868854526
3.91899660906077,3.60988004460046
2.42465303739161,3.32682653757937
3.60796432222503,5.02716771572023
1.38211729171084,4.11086151220966
2.94443803447546,4.67550815107874
3.51940720394346,3.3581506303292
3.30115336216671,1.23219042908924
3.10567619414894,3.53170408705924
2.35929399169462,4.14352521264584
2.15029565396642,6.00949205666946
1.97587120939509,3.96900036522489
3.11764659710013,1.72083199142886
2.0525253858152,3.518740911694
2.50944255629933,3.01119225053684
2.74390780780175,4.50329237491952
4.84386200523221,3.74470538413108
2.34805009830454,4.64225648833213
3.23538657228486,4.90171809133088
3.07796084956371,3.07305068542383
2.03814336586987,5.05683686737174
2.9286919138764,3.27820960688132
4.44455085842335,3.81702262422547
3.45150405307921,3.6406878183426
3.04123292199294,1.89699746863227
2.57750316766038,3.64253795011824
0.946752778459484,1.9273926104196
4.13133721341418,2.50284955758572
1.53935992907518,4.20036870784431
3.73994751087733,4.33492423026307
4.90910356921748,4.68269607267316
1.5561068390282,3.33721208090312
3.70178433537471,4.4973357110399
2.73780251059753,5.14737477277459
1.42785584085451,3.54087858002678
1.48533234621825,4.56536204791032
1.39846382642541,2.33133189167071
2.4690934778297,3.61693753454421
1.5382444150041,3.99152633267066
3.68791677297583,4.51021036975539
5.10010894052567,3.06798812446342
1.71296952396482,3.74255381949704
3.78773884747518,4.11782291739757
3.76904224100091,4.90403940086566
3.33220257895012,4.79529612920348
1.99162339172299,3.83533381141773
2.88054739336934,4.29188231930043
2.71960466482975,4.28842012149385
3.56298953322048,3.21721303530262
2.62756124389617,6.38185237005017
3.97697338668562,4.2092156167253
2.62541914223299,4.48095683231912
4.05271146557933,2.6686120684755
1.95082299333393,3.76376949266745
1.73984475524189,3.82149667944861
6.24103993494241,4.80696750510579
2.58314241183957,4.49097723363859
3.29822759154072,3.79500460769094
3.63656967403385,4.48213540255006
2.51621937429126,4.38027194209762
3.51686204431361,5.04328854424831
3.36896452738509,5.13519074156665
2.78461949235831,4.50527934136039
3.06529303352532,2.84888517145543
2.96593274626154,3.6905883552428
5.12845189901618,3.63357578147204
2.25866390372717,5.53129935755268
1.90400373292534,3.78844945503909
3.03778839917108,3.34910865539877
3.31048074944314,5.97608189676625
3.43652347891018,5.56935977904609
2.54163466728889,3.8862075019809
1.93667386602881,4.51070412406237
4.26318517608949,2.85932968917648
2.65034961204645,4.58506759800537
2.13448713734663,3.43671592216605
2.7637204310589,3.85568997012339
2.80282410565145,3.16258357037706
4.10992028971364,1.87161456878292
3.0847372921972,2.60095379133722
3.75405378518452,4.84231792139065
2.50070798282774,2.65047604330417
3.2144453095816,3.40175752389619
2.67531408850917,3.04416766002879
3.09458352817357,3.85507861065275
2.10463664202246,4.59350886576457
1.68919846667203,3.66072966398538
4.99721338474797,3.0405047724592
3.60070882367242,4.59386619062
1.74872863837506,4.11427546092812
2.38883408331958,5.43400702563628
1.81451991540269,3.91244062323311
5.19881034888372,5.00789202515972
4.31241297643351,3.61836662371695
2.73485494330365,4.93509015998089
3.54319405923209,4.10423316637661
2.58566005208114,3.46514561978017
2.52375310538442,4.07078167712136
2.21139716214976,4.24018180531977
2.40538273254049,5.68964793374587
4.65090746733669,5.02414917710077
2.94597187491456,3.58026092561567
3.11924523642758,3.96301329342569
3.24368742959909,4.76497653735961
4.23247587848534,2.4991742135924
2.48393616905522,4.21401431276698
2.00749284960796,4.2447475386306
4.67569693240319,5.17692742388951
2.55883678309471,4.6333283876199
2.27693403006013,4.77394499323903
1.76372688111671,4.40470715687629
1.7152842776822,4.88399397310592
2.42602652070201,6.5151541033524
3.61798581716653,4.12912968479428
4.10984813892972,4.94417207626408
3.70758835383559,5.1538120715818
2.63634270290475,2.74360699492145
3.0597499373846,3.92480446641519
2.29540353631993,3.62208392994041
2.28278183842599,3.19064087255849
3.88465049897692,3.20958197702757
1.98440742139646,3.37131189134516
4.95529396549246,3.36211329323539
2.90968040603415,4.9198304354254
3.21453882662922,4.68006162744031
2.26147229526043,3.92403958848314
2.42561131023673,4.01361178516374
1.68298386769476,5.86726042151472
2.81707461162727,2.66553036339868
3.41898240492446,4.18249599749111
3.32430434416138,4.6512552414805
2.21846351294525,4.25965885252721
2.211378029146,3.55542267964823
2.49780128165714,4.45805974110148
4.49606066984635,3.80898500506611
1.86269637933426,3.38929182034531
2.8209484056198,3.9904164660718
4.90236182167893,4.1814667272792
2.89902511467119,4.0269994384694
1.64015929617861,5.18219101666966
2.33523056472594,4.92578797687036
3.48545997890488,4.84100982028255
2.62439712833023,3.33738913145835
2.43812363645022,4.89668914026635
2.65608276587154,4.05290473142883
3.09049664713922,4.84581757346982
4.59850877114583,4.35509388117499
2.91143488786112,3.55641341194969
4.08079949615152,4.19685563079758
3.63075411565057,3.450140004221
2.88636010449386,3.67969648574445
1.4670979971094,5.69941740178558
2.47888268244748,5.41005385066894
2.51012954686153,3.58171361219497
3.04715443276153,3.5120409532085
4.30019867766682,5.2090469230093
5.29307897383109,3.98798389027797
4.54758105898377,4.33607495489828
2.86684903567106,3.93736405868658
1.24347260444236,5.1795813673444
2.61122013592826,4.29133728995703
3.08920722307329,3.76220845931352
3.84501300406744,4.86397939164902
3.96252796848427,4.94429356857739
3.68430942941646,4.5018334404075
1.60472565020053,5.51691082297951
3.84964304563336,3.59183319926489
2.55344278357278,3.80509361264301
3.17480270016126,3.56047153598855
3.07455117717373,4.91112643909581
3.42816676497051,3.96494881573671
3.02467498282614,3.76079882685531
1.33252490241434,1.01730437640961
3.73649596477344,4.13068101464967
3.38602656834968,3.84286202739825
2.73434837472178,6.76047601791108
3.11814451104668,2.87342335637649
3.13403864536846,4.81976729965063
3.221019468561,4.5705631009315
4.64084616597749,3.97677882911058
2.78094962106652,4.40978367126378
3.16806538388466,4.87627801625851
4.16838387306909,3.79400058627775
4.05418102337692,3.37842616955699
4.14526311038036,3.38459984481831
2.42253199894044,1.81194725779684
5.00248273029283,3.76508842326045
3.06670087093018,3.98636531103731
4.86685184470686,5.35423596071885
1.64909731396929,4.52981569610681
3.02098358635424,4.87022937511054
4.24991457096922,2.8589153608361
2.2847578127772,4.50782949190378
2.24731103178226,3.185521996196
2.06146129639311,4.2753807423586
1.94748672066126,5.67252010175663
2.5628404668196,2.68631124798652
3.33117917295898,3.98270321354626
0.98578950207928,3.92391245915298
3.21198043337229,4.617476455
4.23667504641657,6.03573439062658
5.03757401824044,1.79744062164991
4.30117599220059,5.16661934623679
3.75677476379596,3.29140219766561
1.27326960088567,4.08642168368678
2.39849329199322,5.08454703842317
2.64795354341738,5.52950149857165
3.70352390275689,5.46835411596099
2.89432866599623,5.76746064517739
1.74135137193983,1.91771721535109
4.68443570809411,3.44779248975062
3.91139129179596,3.68513178001125
3.23743027249103,4.57429633725227
4.21810861032581,3.07766394367724
1.66122571276503,3.54410270296045
3.6608202977898,3.97261997035606
2.47708762368658,2.1753360443426
3.68374552185071,4.38407220223382
2.93917804533993,3.94775173802265
3.63296071303145,4.99151423499706
4.33551761505939,2.95204908864852
3.0072900903169,3.92243479904664
4.01755863695209,5.12841437455081
1.81156596485202,2.15941678641466
2.27839555956398,4.75236804436966
4.51921771138818,3.916807570786
3.37738797302393,2.69241589627566
0.94777717956627,3.26354466370573
1.63596254791762,3.10317329538094
2.79921898441088,4.22442431658117
3.86577940433449,5.58094871146837
2.89811674428478,4.23907976447927
3.62418747202065,3.46099304984786
3.95900537778783,3.68751855660614
4.67105482886294,4.46748009753641
3.05601673327496,4.08380664568981
2.9480180938191,4.59568416271187
1.24676264085773,4.13001584964024
3.09932759408783,4.03927712130412
2.42814994210444,2.84287976039896
2.02599041719591,2.83250464148563
2.82009376895246,3.01377596457107
4.01494317274366,3.95032974417367
1.00725151131142,3.91208380492324
2.57272071279457,6.13057831171355
3.11663728358271,5.19346804032095
2.10679242994505,5.18082140774021
3.33390294249923,4.70309948336418
3.41142992061573,3.69521192017432
2.96696384072401,4.39949500627083
0.534101806239973,3.91743291725302
5.57145814586664,3.08180778689402
2.7947007425318,4.32267014113187
3.65119328158767,3.16902502003633
3.27376649103655,6.36981681267508
4.02467323481835,3.69954348503197
3.81765944637409,3.9732658588941
2.79020682877149,2.80633919857487
3.37816777220851,2.70140985053416
2.05459116887611,4.66530304020652
3.85692301089932,4.52053470082333
2.53896166111565,5.29433579153921
5.41677335378821,3.161562349852
1.34895110431181,3.48102478808754
2.53601275703399,6.33706030864676
3.82537986275924,4.82375005917703
3.51013254687866,4.03227579768823
2.410518961485,3.55825427091308
2.00321925779248,3.49250749945903
3.1444757047107,3.26526191301901
2.98569258683309,4.84666963518155
1.20971876273594,3.81435963793171
3.03455106713385,3.77101531988794
3.19023031569246,2.88516473699183
3.17472639698184,5.84126191361468
1.94498295739732,4.41208244333947
3.47613327830263,3.30511535841196
4.37857013695924,3.85042876511921
3.45623640317981,3.1816578208888
1.86441152962566,3.58056627646678
2.5643545303081,3.1805940869026
3.34610361955361,4.86607575505567
2.35295436868173,4.79907492506002
0.842353664984723,4.88774235493902
3.88425082002821,3.74793934954718
2.17052238837548,3.4392159258837
2.42643972923172,0.73563870740691
4.50390060900454,4.68048364456279
2.2258550703946,3.07143796705402
3.8457315401893,5.71791334346598
1.73931712118122,3.76618843725939
2.64545759692602,4.12253122482194
2.92644398086352,4.95283116294552
1.83134857557564,3.33494897731138
2.36525173509109,4.44286177889467
2.97115844707169,5.18245582695941
3.67069596873393,4.22120469517629
1.34945345657489,5.82496907634588
2.65024576078873,3.58819940163947
3.75640643854548,4.84468661404803
2.46119084002241,4.72399884402986
3.22729192167294,4.22345965253217
3.49222857006443,5.30049113213103
3.26783501533168,3.85825506458251
3.65325767947138,3.83705717561748
2.87729133902262,4.13198682084273
2.58632348640788,4.68354163559375
0.356851047971022,3.11217847182892
2.90705898152053,2.74937277442799
3.43028469635999,2.99759983361804
3.53539884086815,3.49070900651359
2.44472164868675,4.86439063398502
4.77950290977515,4.38761948051644
3.28642441962882,4.07345570634913
3.12631585845889,4.80751070475672
4.27226677946852,5.0787396471503
2.28153377868074,2.42964114649891
2.54966137607529,3.87853087515971
5.39745248004976,3.78919977484023
3.01112918722089,5.29620039262549
4.63356842140831,3.60583819791009
1.56149335508548,4.14074391264109
2.8094831979571,5.13886492106923
3.37842390363683,5.43703441916166
3.3000385452058,4.77763740202801
1.99436374048916,3.94870208243492
3.01925927462537,4.34739888133767
1.92257934688802,1.90744210412731
3.71270332524428,2.61870856274934
4.08477508986065,2.34162818181255
0.775012303512587,5.05727916974428
4.23569346230014,4.79429937238483
1.75895550319151,5.10635721206228
3.45476926898263,4.73984873215356
3.65990263814261,3.80735566437891
